area,coordinate center x,coordinate center y
229.93373493975903,262.51874163319945,498.0
578.2302839116719,295.9204346302138,475.5
1125.968914793228,488.66944213155705,600.5
481.99414398897693,410.2929153748995,1451.5
542.252479880217,452.2893505521243,890.5
227.04748706577976,1162.7985957132298,902.0
725.402460456942,980.5407147041593,569.0
373.93724097098874,992.1756463390567,844.5
232.65703069236258,846.020699500357,467.0
1062.7454938716655,577.0338860850757,1387.0
440.45665322580646,1059.342741935484,496.0
522.4804381846635,53.40121283255086,852.0
1125.6862632084535,1083.746013448607,867.5
405.7286082985905,254.42088544768714,839.5
1015.9386224590487,435.8379711861062,844.5
809.963601532567,323.28767560664113,522.0
704.9018264840182,756.2625570776256,438.0
115.17500851208716,770.0949948927476,489.5
278.6449422946368,418.06381534283776,491.0
341.2121059691482,363.19701542588865,994.0
691.3039316239317,882.1066666666667,487.5
567.4484389782403,1078.9526963103121,528.5
156.75492264416314,700.2528129395217,474.0
677.2054945054945,1186.7725274725274,910.0
1227.5199078644291,729.819019414281,506.5
795.4642483432159,47.637832810138356,1433.5
1023.6392425726411,598.8354554358472,510.5
698.8461265103056,211.16275764036956,469.0
593.6962199312716,1143.5481099656358,485.0
314.8935427574171,92.58944153577661,382.0
498.17181956411554,707.3066396350735,986.5
1234.3952888028396,484.8315585672798,516.5
1197.1178521617853,883.044630404463,478.0
1059.0707750733645,912.4274123942689,965.5
265.6411003236246,209.14142394822005,515.0
1103.3084362139919,676.164609053498,810.0
1113.026885557935,747.8414227932429,1401.0
1026.3197362999588,811.8034610630408,404.5
619.9318288669488,553.1949537690018,1063.5
1100.865470852018,977.0814648729446,446.0
612.3237221494102,343.3660987330712,381.5
401.0759906759906,1210.8223776223776,357.5
756.6139410187668,578.0996425379803,373.0
142.5387541607228,923.8773181169757,350.5
280.3779761904762,333.1388888888889,336.0
1063.022113022113,320.2044772044772,610.5
285.715760763686,927.8100526008183,855.5
225.74919717405265,617.534039820167,519.0
928.7562557924003,513.6533827618165,539.5
448.8455590386625,566.3184952978056,797.5
1046.4205736894164,1187.2694362017803,842.5
1030.9141323792487,931.3490359769429,838.5
759.9490302210195,400.4763193504736,369.5
951.415857605178,577.4704692556635,412.0
989.368781650283,1057.2767351802206,559.5
1068.6628701594534,293.85117691723616,439.0
771.0353951890035,372.4151202749141,485.0
1144.3941068139964,339.5791896869245,362.0
409.8890048712596,1105.696938065414,479.0
36.80421519689406,735.6195230171935,300.5
425.6118618618618,136.74887387387386,444.0
839.2672428401967,197.59057786815794,983.5
278.765690376569,109.52928870292887,239.0
42.57267950963222,345.40251021599533,571.0
197.5068349106204,758.3343848580441,158.5
1238.4842105263158,381.9280701754386,285.0
444.56756756756755,241.11531531531534,370.0
782.5979166666667,804.645,400.0
422.5913120567376,973.563829787234,188.0
517.6936303243455,1230.263774912075,426.5
199.72460804362643,140.07873210633946,489.0
733.5225225225225,936.950040950041,203.5
815.8394332939788,1074.233372687918,423.5
97.11581920903956,414.3696529459241,413.0
856.9682203389831,318.60522598870057,236.0
576.185600748013,822.3408134642357,356.5
229.07801418439715,698.8413120567376,188.0
696.2597638510446,588.4623069936421,183.5
491.1386202450032,900.3197936814958,258.5
655.2919200695047,556.3683753258036,575.5
1037.372121212121,185.3551515151515,137.5
611.9467918622848,614.9458137715179,852.0
510.3151515151515,929.7341991341992,192.5
568.8676171079429,642.622539035981,491.0
100.42021083242457,628.655034532897,917.0
805.7900295732995,652.0794254330376,394.5
1089.2114496768236,876.2917820867959,180.5
431.3625730994152,495.77543859649126,142.5
634.8600782778865,1176.9445531637311,511.0
627.1380789022298,1013.1249285305889,583.0
1203.7959501557632,399.1238317757009,214.0
439.5244956772334,448.7492795389049,173.5
624.3230633802817,650.5267018779343,568.0
463.39401709401704,53.98205128205128,195.0
1214.4520958083833,969.4730538922156,167.0
211.3856209150327,725.9063180827887,76.5
219.05701754385964,452.6359649122807,76.0
641.6886083558761,606.9507063420499,554.5
265.9624242424242,1210.2860606060606,412.5
579.5791666666667,1017.81875,80.0
975.8573281452659,169.61867704280155,128.5
361.0399543378996,380.0593607305936,146.0
1257.359748427673,454.31069182389933,132.5
40.854166666666664,477.4111842105263,152.0
1068.6152263374486,464.71399176954736,81.0
131.4508547008547,618.4252136752136,78.0
385.9513888888889,788.712962962963,72.0
871.483630952381,744.7946428571429,112.0
468.13247863247864,580.0929487179487,156.0
1040.2712550607287,683.004048582996,123.5
878.8784893267652,757.5221674876848,203.0
140.66089466089466,290.43578643578644,115.5
677.8530961791831,95.2068511198946,253.0
604.1169811320755,833.4364779874213,132.5
388.48952380952386,643.3771428571429,175.0
57.3916292974589,666.1405082212258,111.5
153.97693920335428,287.9706498951782,79.5
592.718992248062,706.2703488372093,172.0
