diametr (micrometer),coordinate center x,coordinate center y
4.175673166910808,612.893654840162,270.89819282103065
3.463151295979818,809.0916683203121,318.26668652544237
3.5248006184895835,879.6255545532165,503.21711911143285
3.3925928751627605,437.2959847589965,450.0135029251768
3.590741984049479,306.1359376124872,459.5359198313248
3.835467529296875,629.8843688964844,761.2218933105469
4.5761571248372395,722.5468444824219,840.6468811035156
3.437638854980469,676.147973313483,661.8730094668729
4.576158650716146,43.02187442779541,505.2968444824219
4.576162719726563,387.1968688964844,690.6218872070312
3.526842244466146,446.6929549495257,1005.6070001406475
3.109101104736328,251.91932007422668,528.2434077111524
2.901953379313151,966.6855716064617,828.9047147895117
2.680383809407552,791.9743797127591,92.70037421192936
4.576160685221354,484.2718658447266,275.84686279296875
4.576160176595052,193.04686737060547,831.8218688964844
3.524805196126302,967.5671219211466,1015.375560031127
3.835462951660156,934.3468322753905,906.8343811035156
1.908114242553711,786.0650875682483,675.8182321974666
3.5268407185872395,570.242972567431,440.8069649206277
3.1737269083658854,605.3016234310754,397.63267608271485
2.868860117594401,980.1841109805528,954.699586310212
2.8836489359537762,346.32378100603506,389.60087136551977
2.511876424153646,165.1093968471537,462.49226753376956
3.835462951660156,131.2718734741211,677.3843994140625
2.7138018290201824,431.9474491611134,1122.1824707916319
2.6849149068196616,553.7018822535998,781.2519490694436
2.3716456095377603,353.0,836.234375
2.912103525797526,576.9343566894531,59.63437271118164
4.576154581705729,907.8718566894531,867.1218566894531
1.664055633544922,467.7249908447265,850.574981689453
2.881530507405599,556.4829701556738,804.6835068494437
3.1090972900390623,833.7434532465281,1102.494281634281
3.835468037923177,471.03436279296875,990.671875
3.2245946248372395,93.84194225870887,907.9791106661731
2.912102762858073,347.48435974121094,1048.0343627929688
2.5305147806803387,559.2843627929688,1045.828125
1.9582225799560546,354.00556464289684,869.2305707464125
2.9697731018066404,548.3484435951455,698.2348005925315
2.6007672627766927,636.1663665022207,1015.1844935152724
3.653797403971354,836.1199637718065,1024.8199457023195
3.835462951660156,841.6843566894531,725.9219055175781
3.554435221354167,1057.8968505859375,286.87811279296875
4.576158650716146,228.34687042236328,275.84686279296875
2.3716415405273437,947.5843505859375,718.2000122070312
3.0999842325846356,751.8516091590154,1077.2815698149925
3.4363255818684895,1249.1660514544562,704.6450660444441
2.8302294413248696,751.8164332534403,361.877244042428
2.9121004740397134,418.0843658447267,800.9343872070311
3.0119031270345054,127.66521106445664,917.2475535911611
3.4631566365559894,844.391683646751,936.0167219123028
3.4639256795247397,93.08069394212836,573.005648026249
2.9697731018066404,986.0847761784689,1001.7984558021766
2.9697776794433595,477.74844685481713,477.6097771357229
3.602555847167969,834.5324560006774,184.85743145940853
2.530522664388021,362.9281311035156,527.3593444824219
2.3716527303059896,150.0250015258789,527.3593444824219
2.712080383300781,593.4812316894531,289.08436584472656
2.9643791198730467,165.96419414544533,339.1275166124996
2.680384318033854,1324.8253745611548,777.6993516193576
2.989518737792969,883.5028253140237,229.74961669473578
3.437633005777995,1285.0729979259245,891.323027741955
3.094768269856771,994.3014739249743,1144.1484508726555
4.1808931986490885,934.3468322753907,220.69062042236328
3.835462188720703,907.8718566894532,553.8343505859375
3.46392339070638,543.155637711198,846.580702496242
1.7645331064860026,679.4307093138593,445.60554943465723
2.1928126017252603,247.72866285140933,261.9213971320954
4.576160685221354,810.7968444824219,346.44685363769526
2.5305147806803387,963.028076171875,465.5843505859375
2.5305071512858075,771.0843505859374,1125.2531127929688
2.712080891927083,241.58437347412112,287.9812316894531
1.715265146891276,1190.2718505859375,675.1781616210938
2.807135264078776,57.825346837761394,528.2618998531401
2.8815294901529946,651.2834818904824,877.557983895765
2.1743181864420573,566.906537127672,516.2470880625617
3.5544306437174478,760.0531005859375,372.9218597412109
2.9120969136555988,1115.2593383789062,1092.1593627929688
3.5700477600097655,1162.5017394276522,636.170280299739
2.684919738769531,968.4768646828684,331.17693278416186
2.9120969136555988,523.984375,924.484375
2.3716506958007812,1076.6499633789062,456.7593536376953
2.6849149068196616,689.6269490694435,963.0268944606311
2.807128651936849,428.4753331619792,590.0369610553305
2.0900292714436848,884.3385289510267,657.2392232207352
2.5305201212565103,389.4031066894531,862.7093811035156
